Orthogroup	HabuProteins	HumanProteins
OG0000915	XP_015675920.1	NP_001073270.1, NP_001185892.1, NP_001338425.1, NP_001338426.1, NP_001338427.1, NP_006722.2, XP_011516670.1
OG0000916	XP_015675926.1	NP_001154948.1, NP_001337876.1, NP_001337877.1, NP_001337878.1, NP_001374280.1, NP_078791.3, XP_047287728.1
OG0000917	XP_015676013.1, XP_015680784.2	NP_001107558.1, NP_001242952.1, NP_001357578.1, NP_001357579.1, NP_058625.2, XP_011512994.1
OG0000918	XP_015676014.1	NP_000201.2, NP_001073286.1, NP_001303235.1, NP_001352458.1, NP_001352459.1, NP_001381857.1, XP_016859494.1
OG0000919	XP_015676368.1	NP_001304765.1, NP_001382174.1, NP_001382175.1, NP_001382176.1, NP_001382177.1, NP_001382178.1, NP_006306.2
OG0000920	XP_015676394.1, XP_015676395.1, XP_015676396.1	NP_001018060.1, NP_001269813.1, NP_001269814.1, NP_612211.1, XP_047297136.1
OG0000921	XP_015676407.1	NP_001158230.1, NP_001158231.1, NP_001158232.1, NP_001158233.1, NP_001158234.1, NP_002726.1, XP_047276563.1
OG0000922	XP_015676568.1, XP_015682797.2, XP_015682801.1, XP_015686306.1, XP_029140905.1, XP_029141820.1, XP_029142177.1	NP_005808.3
OG0000923	XP_015676692.1	NP_001020405.1, NP_001020406.1, NP_001020407.1, NP_001020408.1, NP_001020409.1, NP_003262.1, XP_005253159.1
OG0000924	XP_015677006.1	NP_001305741.1, NP_001305742.1, NP_001305743.1, NP_001305744.1, NP_001305745.1, NP_776171.1, XP_047282783.1
OG0000925	XP_015677263.1	NP_001338905.1, NP_001338906.1, NP_001338907.1, NP_001338908.1, NP_001338909.1, NP_056348.2, XP_011543214.1
OG0000926	XP_015677614.1, XP_015679591.2	NP_001077005.1, NP_001273922.1, NP_001356880.1, NP_001356881.1, NP_004454.2, NP_149077.2
OG0000927	XP_015677632.1	NP_001137302.1, NP_001378863.1, NP_001378864.1, NP_001378865.1, NP_001378866.1, NP_005247.1, NP_808221.1
OG0000928	XP_015677718.1, XP_015685828.1	NP_001333803.1, NP_001333804.1, NP_001333805.1, NP_001333806.1, NP_057133.2, XP_005267778.1
OG0000929	XP_015677823.1	NP_001258994.1, NP_001258995.1, NP_001258996.1, NP_001258997.1, NP_001259011.1, NP_001259012.1, NP_057563.3
OG0000930	XP_015677849.2, XP_015681370.1, XP_029140398.1	NP_001264993.1, NP_001264994.1, NP_001264995.1, NP_001264996.1, XP_011534084.1
OG0000931	XP_015678023.1, XP_029143047.1	NP_001288030.1, NP_001288031.1, NP_001288032.1, NP_001288033.1, NP_001288034.1, NP_068595.3
OG0000932	XP_015678270.1, XP_015679933.1, XP_015684877.1, XP_029138895.1	NP_004599.2, NP_005986.2, XP_011544228.1, XP_047282835.1
OG0000933	XP_015678328.1	NP_001308899.1, NP_001308901.1, NP_001308902.1, NP_001308903.1, NP_001308905.1, NP_073750.2, NP_789775.1
OG0000934	XP_015678527.1, XP_015678535.1, XP_015678888.1, XP_015678896.1	NP_000570.1, NP_001093638.1, NP_001116513.2, NP_001381712.1
OG0000935	XP_015678568.1, XP_029141320.1, XP_029141321.1	NP_001358026.1, NP_001373807.1, NP_006437.3, NP_062818.1, XP_047285905.1
OG0000936	XP_015678627.1	NP_001333861.1, NP_001333862.1, NP_001333863.1, NP_001333864.1, NP_001333865.1, NP_694579.1, XP_006717680.1
OG0000937	XP_015678659.1, XP_015686039.1	NP_001139549.1, NP_001139550.1, NP_001139551.1, NP_036262.1, NP_652763.1, XP_047296691.1
OG0000938	XP_015678726.1	NP_001358231.1, NP_001358232.1, NP_001358233.1, NP_001358234.1, NP_001358235.1, NP_055336.1, XP_011509195.1
OG0000939	XP_015678741.1, XP_015683421.1	NP_001275634.1, NP_001336665.1, NP_001362249.1, NP_001362250.1, NP_001372213.1, NP_005202.2
OG0000940	XP_015678744.1	NP_001368918.1, NP_003509.1, NP_003513.1, NP_003514.2, NP_003516.1, NP_003517.2, NP_003519.1
OG0000941	XP_015678804.1	NP_001124178.1, NP_001124180.1, NP_001269897.1, NP_001269898.1, NP_001269899.1, NP_068763.2, XP_005268028.1
OG0000942	XP_015679241.1, XP_015680245.1, XP_015682545.1, XP_029141693.1, XP_029143083.1	NP_001365257.1, NP_001398.2, XP_047297580.1
OG0000943	XP_015679323.1, XP_015683963.1, XP_015684335.1, XP_015687070.2	NP_002245.4, NP_004789.1, XP_005264356.2, XP_047296545.1
OG0000944	XP_015679338.1	NP_000879.2, NP_001269282.1, NP_001269283.1, NP_001269284.1, NP_001269317.1, NP_001269318.1, NP_001269319.1
OG0000945	XP_015679752.1, XP_015685095.1	NP_001305830.1, NP_001305831.1, NP_001305833.1, NP_001305834.1, NP_001305835.1, XP_047281055.1
OG0000946	XP_015679794.1	NP_001027024.3, NP_001036001.1, NP_001265242.1, NP_001265243.1, NP_001265244.1, NP_001265245.1, XP_006718290.1
OG0000947	XP_015680022.1, XP_015684803.1	NP_001180303.1, NP_001372654.1, NP_001372655.1, NP_001372656.1, NP_065148.1, NP_115968.1
OG0000948	XP_015680097.1	NP_001271330.1, NP_001308223.1, NP_001308224.1, NP_001352960.1, NP_001381403.1, NP_620162.1, XP_016861214.1
OG0000949	XP_015680282.1, XP_015686805.1, XP_029140059.1, XP_029141691.1, XP_029141692.1, XP_029141951.1	NP_006140.1, XP_011525275.1
OG0000950	XP_015680521.1	NP_001230702.1, NP_001230703.1, NP_001376636.1, NP_001376637.1, NP_001376638.1, NP_001376639.1, NP_444292.1
OG0000951	XP_015680786.1	NP_001272318.1, NP_001272320.2, NP_001272321.1, NP_001272322.1, NP_004405.3, NP_981962.1, NP_981963.1
OG0000952	XP_015680913.1, XP_015680914.1, XP_015682432.1, XP_015682434.1, XP_015684142.1, XP_015685479.1, XP_029142819.1	NP_653284.2
OG0000953	XP_015680939.1	NP_001316401.1, NP_001316402.1, NP_001316403.1, NP_001316404.1, NP_001397830.1, NP_077291.1, XP_005250643.1
OG0000954	XP_015680985.1	NP_001303848.1, NP_001303849.1, NP_001303850.1, NP_001303851.1, NP_001303852.1, NP_057162.4, XP_047292150.1
OG0000955	XP_015681040.1, XP_015684787.1	NP_001035167.2, NP_001354221.1, NP_002299.2, NP_033665.1, XP_005256826.1, XP_006721955.1
OG0000956	XP_015681124.1, XP_015681125.1, XP_015682305.1, XP_015682456.1, XP_029141856.1	NP_037390.2, NP_660183.1, NP_690865.1
OG0000957	XP_015681523.1, XP_015681685.1, XP_015681710.1	NP_001352766.1, NP_001352767.1, NP_001359162.1, NP_740752.1, XP_011541691.1
OG0000958	XP_015681762.1, XP_015681763.1	NP_001245146.1, NP_001245147.1, NP_001245148.1, NP_001245149.1, NP_076944.1, XP_005256854.1
OG0000959	XP_015681803.1	NP_001138992.1, NP_001138993.1, NP_001138994.1, NP_001138995.1, NP_001138997.1, NP_056392.2, XP_011512318.2
OG0000960	XP_015681867.1	NP_001129293.1, NP_001129294.1, NP_001229753.1, NP_001229754.1, NP_001365353.1, NP_001365354.1, NP_001995.1
OG0000961	XP_015681880.1	NP_001027452.1, NP_001305870.1, NP_001316168.1, NP_001316169.1, NP_001316170.1, NP_006278.1, XP_047301573.1
OG0000962	XP_015682226.1	NP_001121168.1, NP_001121169.2, NP_001158251.1, NP_001158252.1, NP_001158253.1, NP_004984.2, NP_109376.1
OG0000963	XP_015682256.1, XP_015684582.1	NP_000794.3, NP_000795.2, NP_001107006.1, NP_001107007.1, NP_001107008.1, XP_005273913.1
OG0000964	XP_015682299.1, XP_015682302.1, XP_015682303.1, XP_015682307.1, XP_015682308.1, XP_015684526.1, XP_015684528.1, XP_015684529.1	
OG0000965	XP_015682671.1	NP_001036189.1, NP_001129240.1, NP_001129241.1, NP_001129242.2, NP_002847.1, NP_006496.4, XP_047295125.1
OG0000966	XP_015682895.1	NP_001136003.1, NP_001136004.1, NP_001136005.1, NP_001136006.1, NP_001239263.1, NP_005480.2, NP_733745.1
OG0000967	XP_015682904.2, XP_015685637.1, XP_029142441.1, XP_029142442.1	NP_001139663.1, NP_003944.1, NP_078845.3, XP_047289566.1
OG0000968	XP_015682949.1	NP_001139395.1, NP_001339938.1, NP_001339939.1, NP_001339940.1, NP_001339941.1, NP_065894.2, XP_047288576.1
OG0000969	XP_015683163.2	NP_001093112.1, NP_001311303.1, NP_001311306.1, NP_001311307.1, NP_001311308.1, NP_060818.4, XP_011521530.1
OG0000970	XP_015683409.1	NP_000478.3, NP_001078894.2, NP_001078895.2, NP_001078896.2, NP_001078897.1, NP_001349711.1, XP_011528993.1
OG0000971	XP_015683827.1	NP_001255982.1, NP_001256971.1, NP_001357084.1, NP_001357085.1, NP_001357086.1, NP_620167.1, XP_005269606.1
OG0000972	XP_015683856.1, XP_015684129.1	NP_001333694.1, NP_001333695.1, NP_001333696.1, NP_001333697.1, NP_510880.2, NP_976063.1
OG0000973	XP_015683894.1	NP_001340778.1, NP_001340779.1, NP_001340780.1, NP_001397646.1, NP_060168.2, NP_115603.2, XP_005262262.1
OG0000974	XP_015684001.1, XP_015685087.1, XP_015687139.1	NP_001003702.2, NP_001355247.1, NP_005426.2, XP_047299089.1, XP_054188155.1
OG0000975	XP_015684003.1, XP_015685276.1, XP_015687880.1	NP_000078.3, NP_001136036.2, NP_001366199.1, NP_005131.1, XP_011508856.1
OG0000976	XP_015684271.1	NP_001240829.1, NP_001240830.1, NP_001240831.1, NP_002393.2, NP_803490.1, NP_803491.1, XP_016867707.1
OG0000977	XP_015684336.1, XP_015685489.1	NP_001392590.1, NP_001392591.1, NP_001392592.1, NP_056020.2, NP_115565.3, XP_016875979.1
OG0000978	XP_015684613.1	NP_001265042.1, NP_001307242.1, NP_001455.3, NP_055052.1, NP_659441.4, XP_005273525.1, XP_006716361.1
OG0000979	XP_015684686.1	NP_001274355.1, NP_001274357.1, NP_001274358.1, NP_001274359.1, NP_001349703.1, NP_003355.1, XP_011513814.1
OG0000980	XP_015684992.1, XP_015686397.1	NP_001012662.1, NP_001307407.1, NP_001307408.1, NP_542178.2, NP_817130.1, XP_016883143.1
OG0000981	XP_015685026.1	NP_001265096.1, NP_001265097.1, NP_001265098.1, NP_001352657.1, NP_057166.4, NP_057492.2, XP_011527158.1
OG0000982	XP_015685447.1, XP_015686046.1	NP_001290415.1, NP_001290416.1, NP_001290418.1, NP_001311310.1, NP_003622.2, XP_011538607.1
OG0000983	XP_015685519.1, XP_029140860.1, XP_029140861.1	NP_000233.1, NP_001365302.1, NP_001365303.1, NP_003010.4, XP_011538389.1
OG0000984	XP_015686669.1, XP_029139260.1, XP_029143061.1	NP_001358839.1, NP_001358840.1, NP_006600.3, NP_976226.1, XP_047298945.1
OG0000985	XP_015687022.1, XP_029143141.1	NP_001139013.1, NP_001357616.1, NP_001391955.1, NP_001391956.1, NP_060863.3, XP_011518506.1
OG0000986	XP_015687080.1	NP_001364889.1, NP_001364890.1, NP_001364891.1, NP_001364892.1, NP_001364893.1, NP_976324.2, XP_011515331.1
OG0000987	XP_015687917.1	NP_001093325.1, NP_001165347.1, NP_001165348.1, NP_001165349.1, NP_001165350.1, NP_005360.3, XP_005262470.1
OG0000988	XP_029138795.1	NP_001154481.1, NP_001154482.1, NP_001154483.1, NP_001154484.1, NP_001154485.1, NP_114111.2, XP_047276868.1
OG0000989	XP_029139426.1	NP_001093588.1, NP_001093589.1, NP_001358158.1, NP_001358160.1, NP_001358161.1, NP_005423.1, XP_005268103.1
OG0000990	XP_029139573.1	NP_001011649.1, NP_001258968.1, NP_001397921.1, NP_001397922.1, NP_001397923.1, NP_060719.4, XP_047279543.1
OG0000991	XP_029140062.1	NP_001335449.1, NP_001335450.1, NP_001335451.1, NP_001335452.1, NP_001381019.1, NP_065792.1, XP_047304593.1
OG0000992	XP_029140317.1	NP_001034934.1, NP_001269869.1, NP_001317152.1, NP_001317153.1, NP_001317154.1, NP_001317155.1, XP_047299380.1
OG0000993	XP_029140455.1	NP_001003891.1, NP_001280163.1, NP_001280164.1, NP_001280165.1, NP_001280166.1, NP_056973.2, XP_047297351.1
OG0000994	XP_029140559.1	NP_001273362.1, NP_001273364.1, NP_001273365.1, NP_001273367.1, NP_001273368.1, NP_001273369.1, NP_005000.1
OG0000995	XP_029140635.1	NP_001035059.1, NP_001265165.1, NP_001265167.1, NP_001265168.1, NP_008837.1, NP_116170.3, XP_016873923.1
OG0000996	XP_029140939.1, XP_029140940.1, XP_029141363.1	NP_001288073.1, NP_001288074.1, NP_001288075.1, NP_542783.2, NP_892030.3
OG0000997	XP_029141156.1	NP_001303931.1, NP_001303932.1, NP_001303933.1, NP_001303934.1, NP_001303935.1, NP_808879.2, XP_047299357.1
OG0000998	XP_029141483.1, XP_029142221.1	NP_001013758.1, NP_001130042.1, NP_001229865.1, NP_001229868.1, NP_689844.2, NP_981953.2
OG0000999	XP_029141817.1	NP_001268386.1, NP_001268387.1, NP_001268388.1, NP_001268389.1, NP_057029.8, NP_775096.1, NP_775271.1
OG0001000	XP_029142137.1, XP_029142138.1	NP_001248754.1, NP_001382347.1, NP_001382348.1, NP_003724.1, NP_937856.1, XP_047285759.1
OG0001001	XP_029142583.1	NP_001185832.1, NP_001269785.1, NP_001269787.1, NP_001269789.1, NP_001269790.1, NP_115668.4, XP_006711456.1
OG0001002	XP_029142859.1	NP_001245143.1, NP_001245144.1, NP_001245145.1, NP_001306162.1, NP_001361188.1, NP_001550.1, XP_005270884.1
OG0001003	XP_029143094.1	NP_001382420.1, NP_001382421.1, NP_001382422.1, NP_001382423.1, NP_001382424.1, NP_689975.2, XP_047282662.1
OG0001004		NP_001001674.1, NP_001005221.2, NP_001005224.1, NP_001005277.1, NP_001005326.1, NP_001005504.1, NP_001395315.1, XP_016857897.1
OG0001005		NP_001001888.3, NP_001380591.1, NP_004670.1, NP_038480.2, NP_057462.2, NP_057463.2, NP_870996.1, XP_011543792.1
OG0001006		NP_001001963.1, NP_001004686.1, NP_001004687.1, NP_001245213.1, NP_001291464.1, NP_001382865.1, NP_787107.1, XP_011542471.1
OG0001007		NP_001002915.2, NP_001002923.1, NP_001128585.1, NP_940943.1, NP_997276.1, XP_011525255.1, XP_024307149.1, XP_047294807.1
OG0001008		NP_001004688.1, NP_001004689.1, NP_001004690.1, NP_001004691.1, NP_001004692.1, NP_001004695.1, NP_001005522.1, NP_059974.1
OG0001009		NP_001006608.2, NP_001290184.1, NP_001308279.1, NP_055649.4, NP_443120.2, NP_955372.2, XP_011523143.1, XP_054184565.1
OG0001010		NP_001012338.1, NP_001230030.1, NP_001307064.1, NP_001362739.1, NP_001362740.1, NP_001362741.1, NP_002521.2, XP_016877743.1
OG0001011		NP_001034748.1, NP_001034749.1, NP_001138527.1, NP_001138529.1, NP_005690.2, NP_766630.2, NP_766632.2, XP_016872548.1
OG0001012		NP_001070249.1, NP_001305820.1, NP_001309217.1, NP_001309218.1, NP_001309222.1, NP_001382890.1, XP_005249139.1, XP_047300082.1
OG0001013		NP_001070667.1, NP_001257421.1, NP_001310456.1, NP_001310458.1, NP_001310463.1, NP_001310464.1, NP_631907.1, XP_011541473.1
OG0001014		NP_001071131.1, NP_001171986.1, NP_001191800.1, NP_001381906.1, NP_001381907.1, NP_115976.2, XP_016865478.1, XP_047290807.1
OG0001015		NP_001078948.1, NP_001138531.1, NP_001193952.1, NP_001355298.1, NP_001380816.1, NP_689610.2, NP_982248.1, XP_011531668.1
OG0001016		NP_001092808.1, NP_001164212.1, NP_001265424.1, NP_001271221.2, NP_001342192.1, NP_001369233.1, NP_060031.1, XP_047281663.1
OG0001017		NP_001094096.1, NP_001334785.1, NP_001334786.1, NP_001334787.1, NP_001334788.1, NP_001334789.1, NP_001334790.1, NP_006450.2
OG0001018		NP_001103689.1, NP_001103690.1, NP_001103691.1, NP_001357019.1, NP_001357020.1, NP_001357021.1, NP_006774.2, XP_047286012.1
OG0001019		NP_001124175.1, NP_001124176.1, NP_001124177.1, NP_001265054.1, NP_001265055.1, NP_001265056.1, NP_055084.3, XP_011529858.1
OG0001020		NP_001135971.1, NP_001135972.1, NP_001294997.1, NP_065963.1, NP_115672.2, NP_612448.1, XP_005255135.1, XP_011521003.1
OG0001021		NP_001138615.1, NP_001157118.1, NP_001243542.1, NP_001243543.1, NP_570126.2, NP_872395.2, NP_938055.1, NP_938056.1
OG0001022		NP_001229734.2, NP_001229735.2, NP_001229736.2, NP_001229737.2, NP_001229739.2, NP_001717.3, NP_997072.2, XP_006710918.1
OG0001023		NP_001263651.1, NP_001263652.1, NP_001263653.1, NP_001263654.1, NP_001263655.1, NP_001263656.1, NP_620142.2, XP_006718201.1
OG0001024		NP_001269979.1, NP_001269980.1, NP_001269981.1, NP_001350699.1, NP_001352688.1, NP_001382847.1, NP_056074.1, XP_006723962.1
OG0001025		NP_001273120.1, NP_001273121.1, NP_001273124.1, NP_001273125.1, NP_001273126.1, NP_001273127.1, NP_075046.1, XP_016875318.1
OG0001026		NP_001273438.1, NP_001273439.1, NP_001273440.1, NP_001273441.1, NP_001273442.1, NP_001273446.1, NP_001273448.1, NP_001273449.1
OG0001027		NP_001273690.1, NP_001273691.1, NP_001273692.1, NP_001273693.1, NP_001273694.1, NP_001273695.1, NP_001336701.1, NP_079389.2
OG0001028		NP_001289194.1, NP_001916.1, NP_001917.1, NP_004075.1, NP_005208.1, NP_066290.1, XP_011533042.1, XP_011533043.1
OG0001029		NP_001305765.1, NP_001358380.1, NP_001358381.1, NP_001358382.1, NP_001358383.1, NP_001358384.1, NP_001358385.1, NP_001361015.1
OG0001030		NP_001307085.1, NP_001307086.1, NP_001317020.1, NP_001317021.1, NP_001317026.1, NP_001387610.1, NP_620063.1, NP_620072.1
OG0001031		NP_001307238.1, NP_001307239.1, NP_001307240.1, NP_001358659.1, NP_001358660.1, NP_001358661.1, NP_001358662.1, NP_001358663.1
OG0001032		NP_001340444.1, NP_001340445.1, NP_001340446.1, NP_001340447.1, NP_001340448.1, NP_001340449.1, NP_001340450.1, NP_001340451.1
OG0001033		NP_001351180.1, NP_001351181.1, NP_001351182.1, NP_001351183.1, NP_001351184.1, NP_001382119.1, NP_001382123.1, NP_001382124.1
OG0001034		NP_001353071.1, NP_001353072.1, NP_001353075.1, NP_001353077.1, NP_001353079.1, NP_001353080.1, NP_001353081.1, NP_001353083.1
OG0001035		NP_001356602.1, NP_001356603.1, NP_001356604.1, NP_001356605.1, NP_001356606.1, NP_001356607.1, NP_001356608.1, XP_011523404.1
OG0001036		NP_001357285.1, NP_001357286.1, NP_001357287.1, NP_001357288.1, NP_001357290.1, NP_001357293.1, NP_001357295.1, NP_071765.2
OG0001037		NP_001358079.1, NP_001358086.1, NP_001358088.1, NP_001358089.1, NP_001358102.1, NP_001358103.1, NP_001358104.1, NP_001358111.1
OG0001038		NP_002186.1, NP_005050.2, NP_008842.1, NP_009110.2, NP_604390.1, XP_011516004.1, XP_047279659.1, XP_047279663.1
OG0001039		XP_047272441.1, XP_047272442.1, XP_047272443.1, XP_047272444.1, XP_047272445.1, XP_047272446.1, XP_047272447.1, XP_047272448.1
OG0001040		XP_047273915.1, XP_047273916.1, XP_047273917.1, XP_047273918.1, XP_047273919.1, XP_047273920.1, XP_047273921.1, XP_047273922.1
OG0001041		XP_047293989.1, XP_047293995.1, XP_047293999.1, XP_047294006.1, XP_047302686.1, XP_047302688.1, XP_047302689.1, XP_047302690.1
OG0001042	XP_015665403.1	NP_001333072.1, NP_001333073.1, NP_001333074.1, NP_001333075.1, NP_037363.1, XP_047287132.1
OG0001043	XP_015665419.1, XP_015681792.1, XP_015684835.1, XP_015684915.1, XP_029138988.1	NP_001073890.2, NP_001074003.1
OG0001044	XP_015665433.1, XP_015668936.1, XP_015668938.1, XP_015685592.1, XP_015686843.1, XP_029138815.1, XP_029143048.1	
OG0001045	XP_015665471.1, XP_015666403.1, XP_015672436.1, XP_015682217.1, XP_029142652.1	NP_001274524.1, NP_004163.3
OG0001046	XP_015665521.1, XP_015666503.1, XP_015686147.1, XP_015686697.1, XP_029141711.1	NP_004989.2, XP_011526326.1
OG0001047	XP_015665590.1, XP_015665591.1	NP_000468.1, NP_001124.1, NP_001125.1, NP_001341646.2, XP_016863331.1
OG0001048	XP_015665668.1, XP_015671492.1, XP_015673487.1	NP_001291260.1, NP_001364935.1, NP_003651.1, XP_047295538.1
OG0001049	XP_015665696.1	NP_001153800.1, NP_001153801.1, NP_001411273.1, NP_001411274.1, NP_001411275.1, NP_115674.1
OG0001050	XP_015665759.1, XP_015682228.1, XP_015683780.1, XP_015683781.1, XP_015684361.1, XP_015687201.1	XP_047282856.1
OG0001051	XP_015665762.1, XP_015680654.1, XP_015682699.1, XP_015685643.1	NP_002094.2, NP_068776.2, XP_024304728.1
OG0001052	XP_015665832.1, XP_015683373.1	NP_001092102.1, NP_001092103.1, NP_001265088.1, NP_001265089.1, NP_115751.3
OG0001053	XP_015665925.1	NP_001265126.1, NP_001265127.1, NP_001265145.1, NP_001265146.1, NP_788276.1, XP_011523599.1
OG0001054	XP_015665954.1, XP_015671412.1, XP_015674776.1	NP_002228.2, NP_036415.1, NP_758857.1, XP_006723848.1
OG0001055	XP_015666036.1, XP_015683675.1	NP_001268991.1, NP_001268992.1, NP_001268997.1, NP_003577.2, XP_047290758.1
OG0001056	XP_015666177.1, XP_015671993.1, XP_015678499.1	NP_001358123.1, NP_060259.4, XP_011516425.1, XP_016859882.1
OG0001057	XP_015666237.1, XP_029141800.1	NP_001177740.1, NP_001375413.1, NP_001376232.1, NP_004072.3, NP_065097.2
OG0001058	XP_015666409.1, XP_015678121.1	NP_001156895.1, NP_057286.1, NP_057619.1, NP_996998.1, XP_016882356.1
OG0001059	XP_015666459.1, XP_015666460.1	NP_001186706.1, NP_001412700.1, NP_001412701.1, NP_001412702.1, NP_758440.1
OG0001060	XP_015666509.1	NP_001275517.1, NP_060136.1, NP_542778.2, NP_542942.2, XP_006724828.1, XP_011528199.1
OG0001061	XP_015666523.1, XP_015684244.2, XP_015684246.2, XP_029139629.1, XP_029140107.1	NP_001350659.1, XP_011508781.1
OG0001062	XP_015666581.1	NP_001104571.1, NP_001358533.1, NP_001358534.1, NP_001358535.1, NP_001358536.1, NP_056278.1
OG0001063	XP_015666611.1	NP_001144.1, NP_001307627.1, NP_001307629.1, NP_001307631.1, NP_001352425.1, XP_016859432.1
OG0001064	XP_015666762.1	NP_001257327.1, NP_002812.2, NP_690619.1, NP_690620.1, NP_690621.1, XP_011513067.1
OG0001065	XP_015666865.1, XP_015670823.1, XP_015678954.1	NP_060152.2, NP_695006.1, XP_005274267.1, XP_016856512.1
OG0001066	XP_015666970.1	NP_001244967.1, NP_001244968.1, NP_001362339.1, NP_005832.1, NP_955359.1, XP_047305448.1
OG0001067	XP_015667024.1	NP_001164580.1, NP_001164581.1, NP_001164582.1, NP_690002.2, NP_775969.1, XP_006724704.1
OG0001068	XP_015667143.1	NP_000986.2, NP_001306161.1, NP_001306163.1, NP_001306164.1, NP_001306165.1, NP_296374.1
OG0001069	XP_015667256.1, XP_015686632.1	NP_001008398.2, NP_001293126.1, NP_001293127.1, NP_001293130.1, XP_006714694.1
OG0001070	XP_015667314.1, XP_015667316.1, XP_015667317.1, XP_015667318.1, XP_015667319.1	NP_001127704.1, NP_060844.2
OG0001071	XP_015667511.1, XP_015677540.1, XP_015685848.1, XP_029141516.1	NP_004512.1, NP_004975.2, XP_047281158.1
OG0001072	XP_015667528.1	NP_001243200.1, NP_001243201.1, NP_001365562.1, NP_055403.2, NP_955457.1, XP_016883326.1
OG0001073	XP_015667807.1	NP_001339429.1, NP_001339430.1, NP_001339431.1, NP_001339432.1, NP_060661.3, XP_011533436.1
OG0001074	XP_015667821.1	NP_001155969.1, NP_001155970.1, NP_001364245.1, NP_001364246.1, NP_005758.2, XP_047285975.1
OG0001075	XP_015667863.1, XP_015674228.1, XP_015686411.1, XP_029139800.1	NP_001164100.1, XP_005256225.1, XP_011515855.1
OG0001076	XP_015667876.2, XP_015667877.1, XP_015667878.1, XP_015667879.1, XP_015667880.1, XP_015667895.1	NP_004382.2
OG0001077	XP_015667945.1	NP_001138809.1, NP_001138811.1, NP_001138812.1, NP_001265391.1, NP_001354919.1, NP_002383.2
OG0001078	XP_015667951.1, XP_015667953.1, XP_015667954.1, XP_015667955.1, XP_029139266.1, XP_029139267.1	NP_001010942.1
OG0001079	XP_015667993.1, XP_015682711.1, XP_015683401.1, XP_015683402.1, XP_029142235.1, XP_029142392.1	NP_038466.2
OG0001080	XP_015668027.1, XP_015668029.1, XP_015668030.1, XP_015668041.1, XP_015668042.1, XP_015668043.1	NP_001432.2
OG0001081	XP_015668037.1, XP_029139285.1	NP_000770.2, NP_001093242.1, NP_001306090.1, NP_001306091.1, NP_001306092.1
OG0001082	XP_015668116.1	NP_001035862.1, NP_001265322.1, NP_001334865.1, NP_001334866.1, NP_115523.2, XP_005269229.1
OG0001083	XP_015668270.1, XP_015668271.1	NP_001002759.1, NP_001371758.1, NP_001371759.1, NP_660290.3, XP_005269578.1
OG0001084	XP_015668327.1, XP_015668328.1	NP_001306590.1, NP_001306591.1, NP_001306592.1, NP_001306593.1, NP_689474.1
OG0001085	XP_015668359.1, XP_015668414.1, XP_029139347.1	NP_001358974.1, NP_001358975.1, NP_001358976.1, NP_006160.1
OG0001086	XP_015668376.1	NP_001911.1, NP_598010.1, NP_598011.1, NP_598012.1, NP_598013.1, NP_598014.1
OG0001087	XP_015668592.1	NP_001305965.1, NP_001305966.1, NP_001305967.1, NP_001305969.1, NP_004709.2, XP_047302247.1
OG0001088	XP_015668667.1, XP_015681250.1, XP_029139783.1, XP_029141905.1	NP_001381931.1, NP_055843.1, XP_006721594.1
OG0001089	XP_015668998.1, XP_015676273.1, XP_029140575.1	NP_001106967.2, NP_001106968.1, NP_001280626.1, NP_001280627.1
OG0001090	XP_015669265.1, XP_015686302.1	NP_001310210.1, NP_001310211.1, NP_002886.2, NP_899662.1, XP_047296304.1
OG0001091	XP_015669289.1, XP_029140093.1	NP_001387.2, NP_004705.1, NP_006474.1, NP_006475.1, XP_047295623.1
OG0001092	XP_015669293.1, XP_015674272.1, XP_015677222.1	NP_061836.2, NP_694984.5, XP_005248786.1, XP_005262170.1
OG0001093	XP_015669337.1	NP_001138931.1, NP_001138932.1, NP_115884.4, NP_631957.1, NP_631958.1, XP_016864218.2
OG0001094	XP_015669454.1	NP_001137229.1, NP_001137230.1, NP_001137231.1, NP_001296403.1, NP_085129.1, XP_011538510.1
OG0001095	XP_015669496.1, XP_015669497.1	NP_001157565.1, NP_001157566.1, NP_001157567.1, NP_057403.1, XP_005253751.1
OG0001096	XP_015669499.1, XP_015669500.1, XP_015669501.1, XP_015669502.1	NP_001369154.1, NP_001369155.1, NP_005430.1
OG0001097	XP_015669510.1, XP_015670924.1, XP_015682840.1, XP_015683426.1, XP_015683427.1	NP_001317366.1, NP_536859.1
OG0001098	XP_015669766.1, XP_015683209.1, XP_015683210.1	NP_001019397.1, NP_001019398.1, NP_001019399.1, NP_001649.1
OG0001099	XP_015669780.1, XP_015670670.1, XP_015670671.1, XP_015686944.1	NP_001073852.1, NP_005488.2, XP_024306294.1
OG0001100	XP_015669783.1	NP_000849.1, NP_001152862.1, NP_001152863.1, NP_001229768.1, NP_001229769.1, XP_047274642.1
OG0001101	XP_015669791.1, XP_015682911.1, XP_029142278.1, XP_029142808.1, XP_029143025.1, XP_029143033.1	NP_004336.4
OG0001102	XP_015669821.1, XP_015679992.1	NP_001245205.1, NP_001245206.1, NP_001245207.1, NP_443145.1, XP_005266873.1
OG0001103	XP_015669919.1, XP_015669920.1	NP_001166.3, NP_001308349.1, NP_001308350.1, NP_001308351.1, NP_001308352.1
